channel_id,video_id,query,slant,conservative_landmark_follows,liberal_landmark_follows,cached,error,description
UCoz6u3ooQxoijsWvhoQ0D-A,dbd39Yz4bwQ,dbd39Yz4bwQ,,,,,True,Tweets found but could not map landmarks!
UCoz6u3ooQxoijsWvhoQ0D-A,hxLvC3hOWlU,hxLvC3hOWlU,1.0,14.0,0.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,DeHJNAH6Q_I,DeHJNAH6Q_I,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,XuQJqcsb5Qk,XuQJqcsb5Qk,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,S19KZjJPFN8,S19KZjJPFN8,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,j9TJILeKk8Q,j9TJILeKk8Q,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,zEEa9oyEd-w,zEEa9oyEd-w,0.6666666666666666,50.0,10.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,tx0elJ3FNEM,tx0elJ3FNEM,1.0,30.0,0.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,3Hcz3ejbEm8,3Hcz3ejbEm8,1.0,12.0,0.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,87aO82KzkB0,87aO82KzkB0,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,7VQ--NO_FSI,7VQ--NO_FSI,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,OV1kGklK2XY,OV1kGklK2XY,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,Ep7IEHrYTzY,Ep7IEHrYTzY,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,erp16tHLO1c,erp16tHLO1c,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,CB2wcGW1bKw,CB2wcGW1bKw,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,WV8pe185GJ4,WV8pe185GJ4,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,OmNTiQQ83SE,OmNTiQQ83SE,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,0fl0h4x03ug,0fl0h4x03ug,0.9354838709677419,30.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,habbWGpB5Jo,habbWGpB5Jo,1.0,9.0,0.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,PxVVESL8wzU,PxVVESL8wzU,1.0,8.0,0.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,veWaywkXNFM,veWaywkXNFM,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,Nt4s8jHteZ0,Nt4s8jHteZ0,0.92,24.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,uQQJxtp3Uv0,uQQJxtp3Uv0,0.9333333333333333,29.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,Zd0lASQzoRE,Zd0lASQzoRE,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,FdRiJXSd8uY,FdRiJXSd8uY,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,pKaD-uvEdf4,pKaD-uvEdf4,0.9166666666666666,23.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,zWhT8Vz0zkQ,zWhT8Vz0zkQ,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,aWOC04Z9q9U,aWOC04Z9q9U,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,FhUj8Fp4hmQ,FhUj8Fp4hmQ,0.8260869565217391,42.0,4.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,bPrTOkNO8uM,bPrTOkNO8uM,0.875,15.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,b4luw-gD4tg,b4luw-gD4tg,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,yL-_r1isDSQ,yL-_r1isDSQ,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,Cg2zWMCrNxY,Cg2zWMCrNxY,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,O4SStM-k1Uk,O4SStM-k1Uk,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,hnEh5hLlAck,hnEh5hLlAck,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,Xs0WZBivjVQ,Xs0WZBivjVQ,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,H2yLKArBz5Y,H2yLKArBz5Y,0.9545454545454546,43.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,uh-VB_NRNa4,uh-VB_NRNa4,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,_rHn_G0pZ2A,_rHn_G0pZ2A,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,9sz4vdSZ1nk,9sz4vdSZ1nk,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,Awy2DpGp4ew,Awy2DpGp4ew,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,yW8kyMyidUU,yW8kyMyidUU,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,Pumz19MBsO8,Pumz19MBsO8,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,w8gWSZZEfVU,w8gWSZZEfVU,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,rWSpPS4l-60,rWSpPS4l-60,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,k2CC3CsZsZM,k2CC3CsZsZM,0.875,15.0,1.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,-lNRfUrbdsw,-lNRfUrbdsw,1.0,19.0,0.0,,,
UCoz6u3ooQxoijsWvhoQ0D-A,tNxxh_80bgk,tNxxh_80bgk,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,d_zRYUdtKxc,d_zRYUdtKxc,,,,,True,Tweets not found!
UCoz6u3ooQxoijsWvhoQ0D-A,tPqJYyo50C4,tPqJYyo50C4,0.6860986547085202,188.0,35.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,wRKPODYcyec,wRKPODYcyec,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,H2DapDKjF7c,H2DapDKjF7c,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,d3fM2rnH7ww,d3fM2rnH7ww,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,KC8I0vb54gc,KC8I0vb54gc,0.8633540372670807,150.0,11.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,kMFT-LxTghQ,kMFT-LxTghQ,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,e033zoN_FGU,e033zoN_FGU,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,TAOthh1i_HM,TAOthh1i_HM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,nuC_ReX-PQ8,nuC_ReX-PQ8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,l49u67jLJAs,l49u67jLJAs,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,WOlL5Y9uAVY,WOlL5Y9uAVY,0.8064516129032258,28.0,3.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,uT353jF4up4,uT353jF4up4,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,ueZg-v2sQGI,ueZg-v2sQGI,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,edCRlCANopc,edCRlCANopc,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,vSu0rL4MRag,vSu0rL4MRag,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,0K7GKhdTUMQ,0K7GKhdTUMQ,0.8378378378378378,34.0,3.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,OaP54ZvT9SA,OaP54ZvT9SA,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,wMQ2bwVs400,wMQ2bwVs400,1.0,2.0,0.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,ywZhcbs8QPQ,ywZhcbs8QPQ,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,iQf48QtGGzI,iQf48QtGGzI,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,GZ6rddc-spM,GZ6rddc-spM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,QUrtGi1820s,QUrtGi1820s,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,oxLKP_SQgPY,oxLKP_SQgPY,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,uxrkl2ktvec,uxrkl2ktvec,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,NvqRoZen2mg,NvqRoZen2mg,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,nsjiSNVEBdw,nsjiSNVEBdw,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,jbRgC1ZFyiw,jbRgC1ZFyiw,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,tBG1JMiCeu8,tBG1JMiCeu8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,Vkg0bSuxZuo,Vkg0bSuxZuo,0.8461538461538461,12.0,1.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,MViJS9Mi8MM,MViJS9Mi8MM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,uJGi1iRXmKM,uJGi1iRXmKM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,jGH3TzPV0g4,jGH3TzPV0g4,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,sA1vc9RlIL4,sA1vc9RlIL4,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,F3kaQSVqE8w,F3kaQSVqE8w,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,mpja19KeuuU,mpja19KeuuU,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,OXCiX1xsAjA,OXCiX1xsAjA,0.7647058823529411,15.0,2.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,DVLz6utUE4w,DVLz6utUE4w,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,f4M5xXJ0guo,f4M5xXJ0guo,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,MrC1NCxAWKo,MrC1NCxAWKo,0.76,44.0,6.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,zcERsSZVhPA,zcERsSZVhPA,0.7647058823529411,15.0,2.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,olVZ8cP8n2E,olVZ8cP8n2E,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,ltH2fe5RUXg,ltH2fe5RUXg,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,9RMq0PRHo5I,9RMq0PRHo5I,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,hvfg6CTxRBo,hvfg6CTxRBo,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,mlRSDoy2m30,mlRSDoy2m30,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,Bk9Zsk5T39Q,Bk9Zsk5T39Q,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,wEdoec7dvXg,wEdoec7dvXg,0.6923076923076923,33.0,6.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,3jmsqu_eCzY,3jmsqu_eCzY,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,IW1DGc50lJs,IW1DGc50lJs,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,boBN25wv0eM,boBN25wv0eM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,LWvhxUFq3JI,LWvhxUFq3JI,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,E8C6xLA_w6Y,E8C6xLA_w6Y,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,CXtUiwnORMM,CXtUiwnORMM,0.7333333333333333,13.0,2.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,GtDUfLFFUVM,GtDUfLFFUVM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,ZC6kjzAgkFQ,ZC6kjzAgkFQ,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,N1OMYhcKBfo,N1OMYhcKBfo,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,srZSBddteQY,srZSBddteQY,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,NJEPeHspTsM,NJEPeHspTsM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,aTBOU-eeNJM,aTBOU-eeNJM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,eMxBPjrpRi8,eMxBPjrpRi8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,MIwkVG12lU0,MIwkVG12lU0,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,rSEwJrQuZok,rSEwJrQuZok,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,3yMgc0PA7kc,3yMgc0PA7kc,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,uWji9t3hJJE,uWji9t3hJJE,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,FEwyqd1wg3E,FEwyqd1wg3E,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,sXPcHJnWItY,sXPcHJnWItY,0.7647058823529411,15.0,2.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,mp_rvjPfInk,mp_rvjPfInk,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,t9-atNbVw-M,t9-atNbVw-M,0.8481012658227848,73.0,6.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,xAz-5L4YkUU,xAz-5L4YkUU,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,ki3pVCovVNA,ki3pVCovVNA,0.7333333333333333,13.0,2.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,A7eN8tck4cI,A7eN8tck4cI,0.6875,27.0,5.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,eewKkYS2nDs,eewKkYS2nDs,0.6216216216216216,30.0,7.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,pWEn6jtjx9A,pWEn6jtjx9A,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,6xVx3bLKU5E,6xVx3bLKU5E,0.7894736842105263,17.0,2.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,CBnoNjCE6ZY,CBnoNjCE6ZY,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,2SJJsxr3Sd4,2SJJsxr3Sd4,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,9eD4_8uEWIg,9eD4_8uEWIg,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,4JsxzwCEbTM,4JsxzwCEbTM,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,-YXsO3J-dg8,-YXsO3J-dg8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,RQ-A6pCTph4,RQ-A6pCTph4,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,xytJAJZazkQ,xytJAJZazkQ,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,NL3qmsG3QZ8,NL3qmsG3QZ8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,3qApXXfAB0Y,3qApXXfAB0Y,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,59P9v4tmln0,59P9v4tmln0,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,lICj3eT5HdI,lICj3eT5HdI,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,gXMHYVvcdBc,gXMHYVvcdBc,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,zSpEPth5gw8,zSpEPth5gw8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,FBswq75zdPE,FBswq75zdPE,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,wwVj_BalsS8,wwVj_BalsS8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,uimNNKm-plY,uimNNKm-plY,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,0KYBPvIWfTw,0KYBPvIWfTw,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,2Hymi1Vz6J8,2Hymi1Vz6J8,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,4-qb1D2-fpg,4-qb1D2-fpg,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,UQvv7yRtN2c,UQvv7yRtN2c,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,e7iMgNCez80,e7iMgNCez80,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,keF0X4qoiSU,keF0X4qoiSU,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,pJasPqcPpDI,pJasPqcPpDI,0.75,7.0,1.0,,,
UC3lif8TFPOe-tJ2-pE4Rp7Q,LWRkBtnSTRQ,LWRkBtnSTRQ,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,Nc8zX9Zvo9w,Nc8zX9Zvo9w,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,10fBT72k8bs,10fBT72k8bs,,,,,True,Tweets not found!
UC3lif8TFPOe-tJ2-pE4Rp7Q,VF3MO15wAbU,VF3MO15wAbU,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,pG5yeKCsFYI,pG5yeKCsFYI,0.7935483870967742,139.0,16.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,tOQlh2d2EbQ,tOQlh2d2EbQ,0.2777777777777778,23.0,13.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,ryweuBVJMEA,ryweuBVJMEA,0.6890756302521008,201.0,37.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,PqQzjit7b1w,PqQzjit7b1w,-0.5913978494623656,19.0,74.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,Fc3iw8PZcZA,Fc3iw8PZcZA,0.8562091503267973,284.0,22.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,WkKVjEUxIYM,WkKVjEUxIYM,0.45454545454545453,8.0,3.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,6dorf4blnIk,6dorf4blnIk,0.6484848484848484,136.0,29.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,zhY2CH_PyLU,zhY2CH_PyLU,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,zZd-_GEPQps,zZd-_GEPQps,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,yAQdMNqvrxE,yAQdMNqvrxE,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,zXBpW8GCDtY,zXBpW8GCDtY,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,jNJRZZYscrM,jNJRZZYscrM,1.0,4.0,0.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,FkocA7rkYuI,FkocA7rkYuI,0.5702479338842975,190.0,52.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,vXUYw6VKnBI,vXUYw6VKnBI,0.7902621722846442,239.0,28.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,0akd7xj6wec,0akd7xj6wec,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,oNOiXJpW4gI,oNOiXJpW4gI,0.6824324324324325,249.0,47.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,KK4DXD_NW1E,KK4DXD_NW1E,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,7azj-t0gtPM,7azj-t0gtPM,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,T_3vne3-cJs,T_3vne3-cJs,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,wu3nhI7nKBs,wu3nhI7nKBs,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,q0NtWRn7y_s,q0NtWRn7y_s,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,yC_L2ae5l3Y,yC_L2ae5l3Y,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,kR4Kh_l7ib8,kR4Kh_l7ib8,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,J4BkIk8wGm8,J4BkIk8wGm8,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,TV4r-CH9rE8,TV4r-CH9rE8,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,fEbUh9YBOIQ,fEbUh9YBOIQ,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,lVT7GF0dVLY,lVT7GF0dVLY,0.7818181818181819,49.0,6.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,3FfsqkpbE1Y,3FfsqkpbE1Y,0.8181818181818182,20.0,2.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,EHRTZg9-4Xc,EHRTZg9-4Xc,0.8899082568807339,206.0,12.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,w69DtVi7v_s,w69DtVi7v_s,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,RfsSnQeWtGI,RfsSnQeWtGI,0.59375,51.0,13.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,Sp572udnPVg,Sp572udnPVg,-0.3384615384615385,43.0,87.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,DNDMytU3aBU,DNDMytU3aBU,0.5531914893617021,73.0,21.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,JSvPdYqsaVo,JSvPdYqsaVo,0.9103448275862069,277.0,13.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,Q6aCe7JpvCM,Q6aCe7JpvCM,,,,,True,Tweets found but could not map landmarks!
UC6ZhpmNnLxlOYipqh8wbM3A,g1BbswU3i10,g1BbswU3i10,0.8357487922705314,190.0,17.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,l3x67Fmnk98,l3x67Fmnk98,0.3333333333333333,8.0,4.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,7gOuthEx2BE,7gOuthEx2BE,0.8666666666666667,42.0,3.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,4o5GEzejXjU,4o5GEzejXjU,1.0,9.0,0.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,0oG1l0Zrn48,0oG1l0Zrn48,0.7172774869109948,164.0,27.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,FhGAq4cjeWw,FhGAq4cjeWw,0.9069767441860465,41.0,2.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,8YunSXuGE1g,8YunSXuGE1g,0.3177570093457944,141.0,73.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,Elmggu9zOdU,Elmggu9zOdU,0.8666666666666667,84.0,6.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,k3UO8fSVNKU,k3UO8fSVNKU,0.3333333333333333,4.0,2.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,K3qC_9kfONE,K3qC_9kfONE,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,Hs7novtbg8g,Hs7novtbg8g,0.9225806451612903,149.0,6.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,u_4sKwhqOsA,u_4sKwhqOsA,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,wChyKklNbBc,wChyKklNbBc,-0.3333333333333333,4.0,8.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,QI1n6f22-zM,QI1n6f22-zM,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,FwTDA-lcZqs,FwTDA-lcZqs,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,6AMlnDdoyYI,6AMlnDdoyYI,-1.0,0.0,1.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,2HP9cCCz_0g,2HP9cCCz_0g,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,_3aPjwmVzWY,_3aPjwmVzWY,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,yTIRgZz7-ig,yTIRgZz7-ig,-0.2222222222222222,7.0,11.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,gC3Gq07f8vE,gC3Gq07f8vE,0.8857142857142857,66.0,4.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,VD4fMgZmh5Q,VD4fMgZmh5Q,0.8823529411764706,112.0,7.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,pfihCuknhSw,pfihCuknhSw,0.8388278388278388,251.0,22.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,Bq0Rjqacrf8,Bq0Rjqacrf8,0.9005524861878453,172.0,9.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,i30uOWbkb44,i30uOWbkb44,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,DKobkpg8tRA,DKobkpg8tRA,0.9361702127659575,91.0,3.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,_mcl_NWGwZA,_mcl_NWGwZA,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,_lkQhzKtUG4,_lkQhzKtUG4,,,,,True,Tweets not found!
UC6ZhpmNnLxlOYipqh8wbM3A,e9v8ZZd1P0M,e9v8ZZd1P0M,0.6865671641791045,113.0,21.0,,,
UC6ZhpmNnLxlOYipqh8wbM3A,FAGNaXWs4rA,FAGNaXWs4rA,-0.37254901960784315,32.0,70.0,,,
